skey,sfrnd_code,person_prmisn_no,svc_id,data_updt_se,data_updt_de,svc_id_nm,bplc_nm,lnm_zip,lnm_adres,rn_zip,rdnmadr,person_prmisn_de,clsbiz_de,sss_begin_de,sss_end_de,rf_opbiz_de,engl_sttus,detail_engl_sttus,xcnts,ydnts,last_updt_de,bizcnd_se_nm,telno,buld_prpos_nm,prfplc_stle_se_nm,lefacy_fame_induty_nm,sngrum_sil_co,cltur_bsnm_se_nm,cltur_phstrn_induty_nm,sdfcl_at,video_reviv_nm,emgnc_stairs_at,ency_at,ffcns_at,fclty_at,sond_fclty_at,atmc_ventl_at,provd_gfts_nm,mnfct_trtmnt_prdlst_cn,lght_fclty_ennc,lght_fclty,cfr_envrn_nm,area_se_nm,vndgrnd_floor_co,yngbgs_sil_co,yngbgs_sil_at,tot_game_co,tot_floot_co,frst_regist_pnttm,passway_bt,spcl_lght_at,cvntl_at,actlnm
317,3210000,CDFF5211042018000005,03_13_03_P,I,2018-10-28  2:36:31 AM,영화상영업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,-,영업중,202463.8595,443356.3659,20181026183335,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
318,3210000,CDFF5211032018000015,03_13_01_P,I,2018-10-28  2:36:30 AM,영화배급업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,-,영업중,202463.8595,443356.3659,20181026183351,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
319,3210000,CDFF5211022018000014,03_13_04_P,I,2018-10-28  2:36:31 AM,영화수입업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,-,영업중,202463.8595,443356.3659,20181026183406,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
320,6510000,CDFF4220002018000001,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제1관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,-,영업중,1,1,20181026114824,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,자연녹지지역,1,-,-,-,3,20181025,,-,-
321,6510000,CDFF4220002018000004,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제4관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,-,영업중,1,1,20181026115953,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
322,6510000,CDFF4220002018000003,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제3관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,-,영업중,1,1,20181026115619,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
323,6510000,CDFF4220002018000002,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제2관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,-,영업중,1,1,20181026115312,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,자연녹지지역,1,-,-,-,3,20181025,1050,-,-
324,6510000,CDFF4220002018000005,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제5관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,-,영업중,1,1,20181026120236,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
325,3330000,CDFF5211012018000015,03_13_05_P,I,2018-10-28  2:36:31 AM,영화제작업,스페이스엠 주식회사,,부산광역시 해운대구 우동 1466-2번지 영상산업센터 1008호,48058,"부산광역시 해운대구 센텀서로 39, 영상산업센터 1008호 (우동)",20110513,-,-,-,-,-,영업중,393674.033,187973.2972,20181026112015,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20110513,,-,-
326,3210000,CDFF5211012018000037,03_13_05_P,I,2018-10-28  2:36:31 AM,영화제작업,(주) 클래퍼보드,지번우편번호,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,202463.8595,443356.3659,20181026183422,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181026,통로너비,특,편
327,3210000,CDFF5211042018000005,03_13_03_P,I,2018-10-28  2:36:31 AM,영화상영업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,영업/정상,영업중,202463.8595,443356.3659,20181026183335,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
328,3210000,CDFF5211032018000015,03_13_01_P,I,2018-10-28  2:36:30 AM,영화배급업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,영업/정상,영업중,202463.8595,443356.3659,20181026183351,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
329,3210000,CDFF5211022018000014,03_13_04_P,I,2018-10-28  2:36:31 AM,영화수입업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,영업/정상,영업중,202463.8595,443356.3659,20181026183406,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
330,6510000,CDFF4220002018000001,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제1관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026114824,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,자연녹지지역,1,-,-,-,3,20181025,,-,-
331,6510000,CDFF4220002018000004,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제4관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026115953,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
332,6510000,CDFF4220002018000003,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제3관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026115619,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
333,6510000,CDFF4220002018000002,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제2관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026115312,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,자연녹지지역,1,-,-,-,3,20181025,1050,-,-
334,6510000,CDFF4220002018000005,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제5관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026120236,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
335,3330000,CDFF5211012018000015,03_13_05_P,I,2018-10-28  2:36:31 AM,영화제작업,스페이스엠 주식회사,,부산광역시 해운대구 우동 1466-2번지 영상산업센터 1008호,48058,"부산광역시 해운대구 센텀서로 39, 영상산업센터 1008호 (우동)",20110513,-,-,-,-,영업/정상,영업중,393674.033,187973.2972,20181026112015,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20110513,,-,-
336,3210000,CDFF5211012018000037,03_13_05_P,I,2018-10-28  2:36:31 AM,영화제작업,(주) 클래퍼보드,지번우편번호,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,202463.8595,443356.3659,20181026183422,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181026,통로너비,특,편
337,3210000,CDFF5211042018000005,03_13_03_P,I,2018-10-28  2:36:31 AM,영화상영업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,영업/정상,영업중,202463.8595,443356.3659,20181026183335,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
338,3210000,CDFF5211032018000015,03_13_01_P,I,2018-10-28  2:36:30 AM,영화배급업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,영업/정상,영업중,202463.8595,443356.3659,20181026183351,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
339,3210000,CDFF5211022018000014,03_13_04_P,I,2018-10-28  2:36:31 AM,영화수입업,(주) 클래퍼보드,,서울특별시 서초구 서초동 1337번지 강남미래타워,6627,"서울특별시 서초구 사임당로 174, 강남미래타워 1002호 (서초동)",20181026,-,-,-,-,영업/정상,영업중,202463.8595,443356.3659,20181026183406,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181026,,-,-
340,6510000,CDFF4220002018000001,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제1관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026114824,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,자연녹지지역,1,-,-,-,3,20181025,,-,-
341,6510000,CDFF4220002018000004,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제4관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026115953,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
342,6510000,CDFF4220002018000003,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제3관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026115619,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
343,6510000,CDFF4220002018000002,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제2관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026115312,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,-,자연녹지지역,1,-,-,-,3,20181025,1050,-,-
344,6510000,CDFF4220002018000005,03_13_02_P,I,2018-10-28  2:36:30 AM,영화상영관,제주 롯데시네마 삼화점 제5관,,제주특별자치도 제주시 삼양이동 1477-8번지,63316,제주특별자치도 제주시 삼봉로 11 (삼양이동),20181025,-,-,-,-,영업/정상,영업중,1,1,20181026120236,-,755-5800,문화시설,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,자연녹지지역,-,-,-,-,3,20181025,1050,-,-
345,3330000,CDFF5211012018000015,03_13_05_P,I,2018-10-28  2:36:31 AM,영화제작업,스페이스엠 주식회사,,부산광역시 해운대구 우동 1466-2번지 영상산업센터 1008호,48058,"부산광역시 해운대구 센텀서로 39, 영상산업센터 1008호 (우동)",20110513,-,-,-,-,영업/정상,영업중,393674.033,187973.2972,20181026112015,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20110513,,-,-
346,3860000,CDFF5211012018000007,03_13_05_P,I,2018-10-31  2:36:28 AM,영화제작업,(주)제이에스기업,지번우편번호,경기도 부천시 소사본동 231-4번지,14761,"경기도 부천시 소사로 141, 2층 (소사본동)",20181029,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,181852.2114,440968.5107,20181029150927,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181029,통로너비,특,편
347,3990000,CDFF5211012018000005,03_13_05_P,I,2018-11-01  2:36:30 AM,영화제작업,Strings1826,지번우편번호,경기도 남양주시 수동면 지둔리 422-2번지,12028,경기도 남양주시 수동면 지둔로 295,20181030,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,226243.2095,467516.2628,20181030164558,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181030,통로너비,특,편
348,4460000,CDFF4220002018000002,03_13_02_P,I,2018-11-02  2:36:21 AM,영화상영관,괴산자연드림파크 괴산극장 2관,지번우편번호,충청북도 괴산군 칠성면 율원리 산 4-7번지 지원센터,28020,"충청북도 괴산군 칠성면 자연드림길 240, 지원센터 b동",20181031,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,276946.5348,363521.7443,20181031181023,업태구분명,전화번호,건물용도명,영화관,기존게임업외업종명,노래방실수,문화사업자구분명,영화상영관,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,기타,2,지역구분명,지하층수,청소년실수,청,총게임기수,2,20181031,통로너비,특,편
349,4460000,CDFF4220002018000001,03_13_02_P,I,2018-11-02  2:36:21 AM,영화상영관,괴산자연드림파크 괴산극장 1관,,충청북도 괴산군 칠성면 율원리 산 4-7번지 지원센터,28020,"충청북도 괴산군 칠성면 자연드림길 240, 지원센터 b동",20181031,-,-,-,-,영업/정상,영업중,276946.5348,363521.7443,20181031181022,-,-,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,-,-,-,-,-,2,20181031,,-,-
350,4460000,CDFF4220002018000003,03_13_02_P,I,2018-11-02  2:36:21 AM,영화상영관,괴산자연드림파크 괴산극장 3관,,충청북도 괴산군 칠성면 율원리 산 4-7번지 지원센터,28020,"충청북도 괴산군 칠성면 자연드림길 240, 지원센터 b동",20181031,-,-,-,-,영업/정상,영업중,276946.5348,363521.7443,20181031181023,-,-,-,영화관,-,-,-,영화상영관,-,-,-,-,-,-,-,-,-,-,-,-,기타,2,-,-,-,-,-,2,20181031,,-,-
351,3220000,CDFF5211012018000081,03_13_05_P,I,2018-11-03  2:36:29 AM,영화제작업,팀웍스(주),지번우편번호,서울특별시 강남구 도곡동 453-3번지,6302,"서울특별시 강남구 논현로24길 22, 나동 101호 (도곡동)",20181101,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,203899.2317,442197.8153,20181101093027,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181101,통로너비,특,편
352,3740000,CDFF5211012018000007,03_13_05_P,I,2018-11-04  2:35:48 AM,영화제작업,익힘 프로?션,지번우편번호,경기도 수원시 영통구 이의동 1338번지 광교센트럴푸르지오시티 A동 564호,16508,"경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 A동 564호 (이의동)",20181102,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,204888.8556,420476.3915,20181102151335,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181102,통로너비,특,편
353,3740000,CDFF5211012018000007,03_13_05_P,I,2018-11-04  2:35:48 AM,영화제작업,익힘 프로?션,지번우편번호,경기도 수원시 영통구 이의동 1338번지 광교센트럴푸르지오시티 A동 564호,16508,"경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 A동 564호 (이의동)",20181102,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,204888.8556,420476.3915,20181102151335,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181102,통로너비,특,편
354,3740000,CDFF5211012018000007,03_13_05_P,I,2018-11-04  2:35:48 AM,영화제작업,익힘 프로?션,지번우편번호,경기도 수원시 영통구 이의동 1338번지 광교센트럴푸르지오시티 A동 564호,16508,"경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 A동 564호 (이의동)",20181102,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,204888.8556,420476.3915,20181102151335,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181102,통로너비,특,편
355,3000000,CDFF5211022018000009,03_13_04_P,I,2018-11-15  2:35:51 AM,영화수입업,에무 시네마 앤 카페,지번우편번호,서울특별시 종로구 신문로2가 1-181번지 복합문화공간 에무,3176,"서울특별시 종로구 경희궁1가길 7, 복합문화공간 에무 3층 (신문로2가)",20181113,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,197193.7713,452199.4288,20181113173149,업태구분명,02-730-5515,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화수입업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181113,통로너비,특,편
356,3170000,CDFF5211012018000008,03_13_05_P,U,2018-12-13  2:40:00 AM,영화제작업,(주)에스와이미디어,,서울특별시 금천구 가산동 60-73번지 벽산디지털밸리5차 1001비호,8513,"서울특별시 금천구 벚꽃로 244, 벽산디지털밸리5차 1001비호 (가산동)",20180817,-,-,-,-,영업/정상,영업중,189829.5041,441618.0716,20181211170246,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20180817,,-,-
357,3170000,CDFF5211032018000004,03_13_01_P,I,2018-11-15  2:35:51 AM,영화배급업,(주)에스와이미디어,,서울특별시 금천구 가산동 60-73번지 벽산디지털밸리5차 1001비호,8513,"서울특별시 금천구 벚꽃로 244, 벽산디지털밸리5차 1001비호 (가산동)",20140120,-,-,-,-,영업/정상,영업중,189829.5041,441618.0716,20181113181020,-,-,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20140120,,-,-
358,3170000,CDFF5211022018000004,03_13_04_P,I,2018-11-15  2:35:51 AM,영화수입업,(주)에스와이미디어,,서울특별시 금천구 가산동 60-73번지 벽산디지털밸리5차 1001비호,8513,"서울특별시 금천구 벚꽃로 244, 벽산디지털밸리5차 1001비호 (가산동)",20140120,-,-,-,-,영업/정상,영업중,189829.5041,441618.0716,20181113180136,-,-,-,-,-,-,-,영화수입업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20140120,,-,-
359,3220000,CDFF5211032018000038,03_13_01_P,I,2018-11-16  2:36:20 AM,영화배급업,주식회사 비브익스피리언스,지번우편번호,서울특별시 강남구 역삼동 790-4번지,6248,"서울특별시 강남구 역삼로 172, 다다빌딩 2층 (역삼동)",20181114,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,203304.58,443670.4,20181114104733,업태구분명,전화번호,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화배급업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181114,통로너비,특,편
360,3220000,CDFF5211012018000082,03_13_05_P,I,2018-11-16  2:36:23 AM,영화제작업,주식회사 비브익스피리언스,,서울특별시 강남구 역삼동 790-4번지,6248,"서울특별시 강남구 역삼로 172, 다다빌딩 2층 (역삼동)",20181114,-,-,-,-,영업/정상,영업중,203304.58,443670.4,20181114104823,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181114,,-,-
361,3220000,CDFF5211032018000037,03_13_01_P,I,2018-11-16  2:36:20 AM,영화배급업,(주)비브스튜디오스,,서울특별시 강남구 역삼동 790-4번지,6248,"서울특별시 강남구 역삼로 172, 2층 (역삼동)",20181114,-,-,-,-,영업/정상,영업중,203304.58,443670.4,20181114093351,-,02-574-7076,-,-,-,-,-,영화배급업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181114,,-,-
362,3180000,CDFF5211012018000016,03_13_05_P,I,2018-11-16  2:36:23 AM,영화제작업,㈜티엔티프로덕션,,서울특별시 영등포구 여의도동 17번지 여의도더샵아일랜드파크 101동 1009호,7236,"서울특별시 영등포구 의사당대로 38, 여의도더샵아일랜드파크 101동 1009호 (여의도동)",20090130,-,-,-,-,영업/정상,영업중,192747.4193,447054.9883,20181114161322,-,-,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20090130,,-,-
363,3130000,CDFF5211012018000055,03_13_05_P,I,2018-11-17  2:36:36 AM,영화제작업,주식회사 키노키,지번우편번호,서울특별시 마포구 연남동 573번지 코오롱하늘채아파트,3989,"서울특별시 마포구 연남로 42, 코오롱하늘채아파트 상가B동 303호 (연남동)",20181115,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,192899.6057,451360.661,20181115144427,업태구분명,02-336-8200,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화제작업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181115,통로너비,특,편
364,3020000,CDFF5211032018000006,03_13_01_P,I,2018-11-21  2:36:26 AM,영화배급업,주식회사 아이콘스튜디오,지번우편번호,서울특별시 용산구 한남동 729-6번지,4399,"서울특별시 용산구 한남대로27가길 26-20, 5층 (한남동)",20181119,폐업일자,휴업시작일자,휴업종료일자,재개업일자,영업/정상,영업중,200176.8826,448444.2754,20181119174522,업태구분명,02-514-7111,건물용도명,공연장형태구분명,기존게임업외업종명,노래방실수,문화사업자구분명,영화배급업,방,비디오재생기명,비,비,소,시설면적,음,자,제공게임물명,제작취급품목내용,조,조명시설조도,주변환경명,지상층수,지역구분명,지하층수,청소년실수,청,총게임기수,총층수,20181119,통로너비,특,편
365,3590000,CDFF5211042018000003,03_13_03_P,I,2018-11-21  2:36:26 AM,영화상영업,주식회사 좋은친구들,,광주광역시 동구 충장로4가 29-2번지 NC 웨이브 충장점,61480,"광주광역시 동구 중앙로 163, NC 웨이브 충장점 11층 (충장로4가)",20181119,-,-,-,-,영업/정상,영업중,192005.764,183296.8613,20181119131543,-,-,-,-,-,-,-,영화상영업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181119,,-,-
366,3020000,CDFF5211012018000014,03_13_05_P,I,2018-11-21  2:36:27 AM,영화제작업,주식회사 아이콘스튜디오,,서울특별시 용산구 한남동 729-6번지,4399,"서울특별시 용산구 한남대로27가길 26-20, 5층 (한남동)",20181119,-,-,-,-,영업/정상,영업중,200176.8826,448444.2754,20181119174543,-,02-514-7111,-,-,-,-,-,영화제작업,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,20181119,,-,-
